id|creationDate|locationIP|browserUsed|content|length|creator|place|replyOfPost|replyOfComment
85899349155|2011-10-17T19:04:49.471+0000|41.74.35.88|Chrome|cool|4|9895604650036|8||85899349154
42949676196|2010-12-14T08:06:45.068+0000|204.79.229.235|Chrome|About Augustine of H. About Maria Theresa,. About Jawaharlal Neh. About Andrew Carn.|84|2199023255628|45|42949676076|
42949676197|2010-12-14T07:44:24.814+0000|77.79.89.72|Chrome|duh|3|2199023255628|105|42949676076|
42949676198|2010-12-14T09:27:39.393+0000|196.44.248.163|Chrome|About Francis I of France, of. About Ovid, about the Roman c. About Wright brothers, and.|89|2199023255628|39|42949676076|
42949676199|2010-12-15T03:25:50.376+0000|195.234.123.234|Chrome|About Augustine of Hippo, his memoria. About Ovid, European art and literatu. About Asa Gray, Inclusive. This book. About Nagorno-Karabakh, exercised.|150|2199023255628|68|42949676076|
42949676200|2010-12-15T04:23:52.372+0000|62.251.212.181|Chrome|maybe|5|3298534883405|87||42949676196
42949676201|2010-12-14T09:32:02.529+0000|200.125.175.251|Chrome|About Stephen H. About Francis I. About Ovid, . About Wright br. About George.|78|3298534883405|30||42949676198
42949676202|2010-12-16T02:06:50.341+0000|31.172.105.254|Chrome|thanks|6|3298534883405|50||42949676199
42949676203|2010-12-14T11:08:20.331+0000|41.77.1.97|Chrome|no|2|2199023255628|110||42949676196
42949676204|2010-12-14T16:29:46.917+0000|193.46.83.164|Chrome|roflol|6|3298534883405|23||42949676196
42949676205|2010-12-14T21:15:22.153+0000|27.126.158.126|Chrome|ok|2|2199023255628|85||42949676198
42949676206|2010-12-15T05:06:21.290+0000|192.160.176.91|Chrome|About Ovid, couplet,. About Maimonides, of. About Jack Kerouac, . About Nagorno-Ka.|83|3298534883405|36||42949676199
42949676207|2010-12-14T13:37:26.151+0000|83.228.98.178|Chrome|About Francis I of. About Albert Einst. About Friedrich Ni. About Wright b.|75|3298534883405|7||42949676198
42949676208|2010-12-14T09:50:18.034+0000|101.96.114.200|Chrome|LOL|3|2199023255628|58||42949676198
42949676209|2010-12-15T03:26:03.459+0000|188.112.70.211|Chrome|roflol|6|3298534883405|42||42949676199
42949676210|2010-12-14T20:50:43.862+0000|175.28.0.107|Chrome|About Francis I o. About Ovid, as on. About Wright brot. About Universal S. About Jaf.|86|2199023255628|67||42949676198
42949676211|2010-12-14T08:07:49.398+0000|27.118.77.99|Chrome|About Augustine of Hip. About Andrew Carnegie,. About Franklin D. Roos. About Guatemala,.|89|2199023255628|98||42949676196
42949676212|2010-12-15T09:33:36.049+0000|24.245.226.182|Chrome|great|5|3298534883405|66||42949676210
85899349173|2011-11-12T16:14:17.632+0000|89.173.124.231|Firefox|thanks|6|7696581394461|42|85899349037|
85899349174|2011-11-12T21:26:14.915+0000|192.207.201.167|Firefox|fine|4|7696581394461|49|85899349037|
85899349175|2011-11-13T13:37:21.252+0000|31.222.58.149|Chrome|About Béla Bartók. About Oliver Crom. About Weird Al Ya. About Sur un air . About Jerr.|87|3298534883405|107|85899349037|
85899349176|2011-11-13T04:35:12.718+0000|125.5.65.180|Chrome|LOL|3|3298534883405|55|85899349037|
85899349177|2011-11-13T13:34:01.968+0000|204.79.148.253|Internet Explorer|no|2|7696581394433|50|85899349037|
85899349178|2011-11-14T11:47:33.823+0000|202.0.80.248|Chrome|About Henri Matisse, h. About Vladimir Putin, . About Oliver Cromwell,. About Samuel Pepy.|90|9895604650036|35||85899349175
85899349179|2011-11-13T04:40:48.412+0000|109.200.184.101|Firefox|great|5|9895604650002|109|85899349038|
85899349180|2011-11-13T03:40:11.609+0000|195.38.30.196|Chrome|About Maria. About Alice. About Weird. About Paul . About Nelly. About Lisa . .|79|2199023255628|24|85899349038|
68719479997|2011-07-24T16:00:22.068+0000|62.164.33.213|Internet Explorer|About Adolf. About Franz. About Charl. About Roger. About Lady . About Beck,. Ab.|81|7696581394433|99|68719479855|
60129545406|2011-05-15T04:21:47.207+0000|91.210.181.160|Chrome|roflol|6|2199023255628|42|60129545264|
60129545407|2011-05-15T10:38:24.736+0000|178.23.88.7|Chrome|duh|3|2199023255628|42|60129545264|
60129545408|2011-05-15T08:17:24.841+0000|188.95.209.40|Chrome|good|4|2199023255628|13|60129545264|
60129545409|2011-05-15T14:35:57.177+0000|62.162.165.7|Chrome|About Ado. About Gil. About Cha. About Bob. About The. About Bru. About Duk. About Ooh. .|89|2199023255628|38|60129545264|
60129545410|2011-05-15T14:42:50.412+0000|196.12.13.61|Chrome|cool|4|3298534883405|110||60129545409
60129545411|2011-05-15T14:58:58.579+0000|103.29.91.191|Chrome|thanks|6|2199023255628|29||60129545409
60129545412|2011-05-15T14:57:27.311+0000|89.189.80.103|Chrome|good|4|2199023255628|109||60129545409
60129545413|2011-05-15T05:30:41.259+0000|46.118.22.60|Chrome|roflol|6|2199023255628|106|60129545264|
60129545414|2011-05-16T03:17:34.258+0000|204.79.230.173|Chrome|About D. About R. About C. About B. About J. About T. About W. About B. About N. .|82|3298534883405|107|60129545265|
60129545415|2011-05-15T17:35:57.842+0000|80.162.172.242|Chrome|no|2|2199023255628|10|60129545265|
60129545416|2011-05-16T11:47:19.845+0000|27.121.113.73|Chrome|I see|5|3298534883405|62|60129545265|
60129545417|2011-05-15T16:51:42.105+0000|203.81.165.123|Chrome|I see|5|2199023255628|65|60129545265|
60129545418|2011-05-16T06:15:03.246+0000|196.3.152.10|Chrome|no|2|3298534883405|71||60129545414
60129545419|2011-05-16T03:45:32.671+0000|190.122.96.110|Chrome|LOL|3|2199023255628|11||60129545414
60129545420|2011-05-15T18:05:24.934+0000|196.46.16.205|Chrome|right|5|2199023255628|83|60129545265|
60129545421|2011-05-15T21:08:34.129+0000|202.9.77.6|Chrome|LOL|3|3298534883405|19|60129545265|
60129545422|2011-05-15T15:54:07.545+0000|80.79.121.53|Chrome|ok|2|2199023255628|13|60129545265|
60129545423|2011-05-16T03:18:20.087+0000|41.190.84.5|Chrome|About Ma. About Ru. About Cl. About Mo. About He. About Bi. About Ja. About We. About Bu. About Lo. About Ni. About Th. A.|122|3298534883405|28||60129545414
85899349200|2011-11-12T10:49:04.715+0000|192.207.206.250|Chrome|About Van Morrison, o. About Jay-Z, by his s. About Sounds Like a M. About Aristotle, a.|88|2199023255628|49|85899349042|
85899349201|2011-11-12T11:21:37.685+0000|31.15.146.125|Chrome|About Ashoka, Dynasty who. About Scratch My Back, we. About Sounds Like a Mel.|78|10995116277826|43||85899349200
85899349202|2011-11-12T07:50:38.516+0000|190.86.170.53|Firefox|good|4|8796093022217|12|85899349042|
85899349203|2011-11-12T10:53:30.585+0000|46.182.152.37|Chrome|no|2|2199023255628|81||85899349200
85899349204|2011-11-13T09:57:47.775+0000|186.103.89.5|Internet Explorer|About Ashoka, Priyad. About Bruce Springst. About Saudi Arabia, . About Scratch My.|83|7696581394433|70||85899349201
85899349205|2011-11-12T11:43:53.888+0000|31.210.132.232|Chrome|ok|2|2199023255628|107|85899349042|
85899349206|2011-11-12T07:45:25.223+0000|41.191.104.128|Chrome|maybe|5|3298534883405|21|85899349042|
85899349207|2011-11-12T07:51:55.637+0000|62.4.130.91|Chrome|fine|4|9895604650036|64|85899349042|
85899349208|2011-11-13T09:49:15.860+0000|49.130.143.186|Chrome|roflol|6|9895604650000|16||85899349200
85899349321|2011-11-16T18:50:07.220+0000|14.1.19.134|Chrome|good|4|7696581394520|62|85899349315|
85899349322|2011-11-16T19:07:57.343+0000|24.62.166.95|Chrome|About Chiang. About Mahmou. About Muamma. About Elizab. About India,. About The Ga. About.|90|7696581394520|57|85899349315|
103079218906|2012-04-03T09:43:18.202+0000|31.24.13.210|Firefox|yes|3|5497558138908|45|103079218902|
103079218907|2012-04-03T10:24:03.035+0000|80.253.253.174|Internet Explorer|ok|2|8796093022286|105|103079218902|
103079218908|2012-04-03T16:21:33.303+0000|41.216.124.236|Chrome|About Charles V, Holy Rom. About Cleopatra VII, Cleo. About Charles Darwin, of . About Ralph Nader, Nader . About Dennis Hopper, Ann . About American Sam.|154|2199023255628|39|103079218902|
103079218909|2012-04-03T16:21:59.988+0000|213.35.230.89|Firefox|roflol|6|12094627905628|13||103079218908
103079218910|2012-04-03T12:17:12.899+0000|78.110.117.23|Internet Explorer|maybe|5|7696581394433|80|103079218902|
103079218911|2012-04-04T01:49:43.721+0000|41.78.118.52|Chrome|I see|5|10995116277826|90|103079218902|
103079218912|2012-04-03T09:30:30.475+0000|78.153.222.80|Firefox|fine|4|5497558138908|37|103079218902|
103079218913|2012-04-04T08:28:55.392+0000|77.221.234.23|Internet Explorer|yes|3|7696581394433|10||103079218908
103079218914|2012-04-03T14:53:47.811+0000|115.134.2.253|Firefox|right|5|5497558138908|85|103079218902|
103079218915|2012-04-04T14:10:52.263+0000|200.3.206.6|Opera|no way!|7|5497558138940|34||103079218908
103079218916|2012-04-03T19:54:30.943+0000|31.170.222.183|Chrome|duh|3|2199023255628|50||103079218908
103079218917|2012-04-03T22:19:50.566+0000|31.45.204.53|Firefox|great|5|9895604650074|9||103079218908
103079218918|2012-04-03T20:29:16.256+0000|95.142.91.237|Internet Explorer|great|5|8796093022286|46||103079218908
103079218919|2012-04-03T09:32:31.110+0000|41.210.100.137|Opera|thx|3|5497558138940|60|103079218902|
103079218920|2012-04-03T18:03:26.965+0000|41.223.78.24|Chrome|good|4|13194139533352|26||103079218908
103079218921|2012-04-03T09:26:32.879+0000|49.236.245.162|Firefox|About Charles V. About Charles V. About Rafael Na. About Charles D. About Stan.|79|9895604650074|62|103079218902|
103079218922|2012-04-03T14:09:43.713+0000|62.220.193.65|Firefox|maybe|5|2199023255611|38||103079218921
94489284331|2012-01-25T13:57:03.943+0000|213.55.121.45|Chrome|About Elizabeth II, Servic. About Get Off of My Cloud,. About Carnival Ride, fr.|80|10995116277811|76|94489284311|
94489284332|2012-01-25T14:05:08.168+0000|200.75.170.233|Chrome|fine|4|10995116277826|5||94489284331
94489284333|2012-01-25T21:50:15.777+0000|14.192.56.217|Chrome|fine|4|9895604650036|52|94489284311|
94489284334|2012-01-25T16:50:18.677+0000|58.147.178.73|Chrome|About H. G. Wells, text books and rules fo. About Jeff Beck, albums (in 1975 and 1976). About Get Off of My Cloud, Cloud is a song. About Carnival Ride, is the second stud.|172|10995116277811|98||94489284331
94489284335|2012-01-25T21:43:33.509+0000|31.2.96.45|Internet Explorer|About Elizabeth II,. About Cole Porter, . About Charles II of. About Carniva.|77|8796093022286|92||94489284331
94489284336|2012-01-26T10:11:15.803+0000|41.223.166.75|Chrome|About Marvin Gaye, His work in the early- an. About Evacuate the Dancefloor, Kingdom for.|89|8796093022251|2||94489284335
94489284337|2012-01-26T03:51:25.927+0000|195.80.120.178|Chrome|About Charles II of Englan. About Led Zeppelin Boxed S. About Barbados, ranked .|80|2199023255628|13||94489284335
94489284338|2012-01-26T05:39:14.846+0000|31.172.190.148|Internet Explorer|yes|3|8796093022286|107||94489284331
94489284339|2012-01-26T08:03:49.391+0000|200.5.12.40|Firefox|roflol|6|9895604650074|71||94489284335
94489284340|2012-01-25T17:37:19.506+0000|78.130.178.55|Firefox|About Johann Sebastian Bach. About Jeff Beck, Stevie Won. About Patti Smith, On N.|82|7696581394474|7||94489284334
94489284341|2012-01-25T14:10:05.369+0000|200.71.183.249|Chrome|duh|3|10995116277826|108||94489284331
94489284342|2012-01-25T16:51:01.494+0000|190.8.115.182|Firefox|About Jeff Beck, two. About George W. Bush. About Lionel Richie,. About Carnival .|82|5497558138885|69||94489284334
94489284343|2012-01-26T13:16:07.701+0000|31.135.253.213|Firefox|fine|4|8796093022217|56||94489284337
94489284344|2012-01-26T11:22:22.442+0000|111.235.155.172|Firefox|thanks|6|9895604650074|16||94489284336
94489284345|2012-01-26T20:04:02.498+0000|85.255.102.106|Firefox|LOL|3|5497558138908|23||94489284335
94489284346|2012-01-26T07:30:05.820+0000|189.212.244.24|Chrome|About Robert Burns, ch. About Cole Porter, Fre. About Hank Williams, h. About Charles II.|89|10995116277826|53||94489284335
94489284347|2012-01-25T14:17:12.919+0000|91.213.80.99|Firefox|I see|5|5497558138885|43||94489284331
94489284348|2012-01-26T07:30:19.377+0000|89.19.91.132|Opera|About Robert Burns, especi. About Fat Joe, the sequel . About John Cage, the ide.|81|5497558138940|37||94489284346
120259088125|2012-07-11T03:06:31.412+0000|27.131.242.136|Firefox|great|5|8796093022217|52|120259088088|
120259088126|2012-07-11T01:45:51.748+0000|46.174.29.225|Internet Explorer|About Charles V, Holy Roman Emperor, de. About Julie Andrews, 1935) is an Engli.|80|8796093022286|92|120259088088|
120259088127|2012-07-11T10:33:20.327+0000|200.11.31.80|Chrome|fine|4|10995116277826|12|120259088088|
120259088128|2012-07-11T16:18:07.771+0000|88.209.159.90|Firefox|fine|4|14293651161168|79||120259088126
120259088129|2012-07-11T20:28:09.252+0000|62.209.99.234|Firefox|no|2|14293651161168|32||120259088126
120259088130|2012-07-10T21:41:57.901+0000|89.189.90.163|Opera|maybe|5|5497558138940|109|120259088088|
120259088131|2012-07-11T14:58:26.019+0000|85.158.151.53|Firefox|About Charles V, Holy Roman Emperor, 1526 . About Dwayne Johnson, history. Johnson w.|85|14293651161168|4||120259088126
120259088132|2012-07-11T05:48:42.199+0000|77.72.237.141|Firefox|About Charles V, Holy Roma. About Julie Andrews, is an. About Council of Europe,.|81|12094627905628|64||120259088126
120259088133|2012-07-12T11:44:17.474+0000|101.128.124.245|Firefox|thanks|6|2199023255611|51||120259088131
120259088134|2012-07-12T00:46:43.214+0000|27.118.77.99|Chrome|About Charles V, Holy Roman Emperor, . About Robert Christgau, reviews, pu.|75|2199023255628|98||120259088131
120259088135|2012-07-12T05:55:39.760+0000|111.125.75.40|Opera|duh|3|5497558138940|55||120259088131
120259088136|2012-07-11T10:38:13.784+0000|200.10.142.194|Opera|cool|4|5497558138940|11||120259088132
120259088137|2012-07-11T20:12:11.892+0000|196.43.193.33|Internet Explorer|thx|3|8796093022286|110|120259088088|
120259088138|2012-07-10T22:10:51.554+0000|148.207.40.135|Firefox|good|4|2199023255611|53|120259088088|
120259088139|2012-07-11T07:18:01.938+0000|41.223.189.145|Internet Explorer|duh|3|7696581394433|73||120259088132
120259088140|2012-07-11T04:48:47.239+0000|109.239.26.170|Chrome|About Charles V, Holy Roman Emperor, adv. About State of Slovenes, Croats and Ser.|82|3298534883405|4|120259088088|
120259088141|2012-07-11T05:49:04.249+0000|204.79.243.230|Internet Explorer|maybe|5|7696581394433|107||120259088132
94489284384|2012-02-05T05:11:36.559+0000|92.242.232.206|Firefox|About Sanath Jayasuriya,. About Abraham Lincoln, t. About Weird Al Yankovic,. About Achy Breaky Heart,. About Unfinished Mu.|124|7696581394474|9|94489284382|
94489284385|2012-02-05T11:52:42.983+0000|46.250.30.11|Firefox|thx|3|7696581394474|106|94489284383|
94489284386|2012-02-05T06:45:26.584+0000|41.220.144.245|Firefox|About Ludwi. About Sanat. About Billi. About Weird. About Norah. About Kingd. A.|80|7696581394474|60|94489284383|
94489284387|2012-02-04T21:19:11.765+0000|41.204.97.30|Firefox|About Ludwi. About Sanat. About Mary,. About Samue. About 50 Ce. About Éamon. About Kingd..|91|7696581394474|84|94489284383|
94489284388|2012-02-05T06:34:01.556+0000|64.6.192.113|Firefox|fine|4|7696581394474|66||94489284387
94489284389|2012-02-05T06:54:24.144+0000|46.21.11.130|Firefox|no way!|7|7696581394474|50||94489284386
94489284390|2012-02-05T13:22:07.360+0000|190.110.166.64|Firefox|About Camille. About Sanath . About Weird A. About A. R. R. About Viva Fo. About The Bal. Ab.|93|7696581394474|69||94489284386
94489284391|2012-02-04T22:42:50.040+0000|27.98.200.170|Firefox|About Wil. About San. About Dav. About Mar. About Mel. About Joh. About Kin. A.|79|7696581394474|16||94489284387
94489284392|2012-02-05T00:09:05.106+0000|85.29.13.158|Internet Explorer|About Charles V, . About Rudyard Kip. About 50 Cent, Em. About Frank Sinat. About Cap.|86|10995116277764|105||94489284391
94489284393|2012-02-05T01:19:13.025+0000|41.72.108.2|Internet Explorer|right|5|10995116277764|110||94489284391
120259088175|2012-06-16T20:44:25.549+0000|2.96.75.15|Firefox|no|2|12094627905628|107|120259088171|
120259088176|2012-06-17T10:03:32.872+0000|41.77.62.221|Firefox|I see|5|9895604650074|97|120259088171|
120259088177|2012-06-17T11:41:01.520+0000|41.188.104.85|Firefox|About Augustine of Hi. About George II of Gr. About Edward III of E. About Edward VI.|85|9895604650074|25|120259088171|
120259088178|2012-06-17T03:44:46.470+0000|31.41.64.88|Firefox|fine|4|9895604650074|72|120259088171|
120259088179|2012-06-18T06:36:59.654+0000|196.32.194.246|Firefox|About Ludwig Wittgen. About George II of G. About Edward III of . About Judy Garl.|82|12094627905628|2||120259088177
120259088180|2012-06-17T11:51:30.456+0000|175.157.159.248|Firefox|no way!|7|7696581394474|100||120259088177
120259088181|2012-06-17T15:46:53.249+0000|41.220.144.245|Firefox|yes|3|7696581394474|60||120259088177
120259088182|2012-06-18T08:48:46.632+0000|196.223.2.48|Firefox|About Edward III of Engla. About Iceland, the settle. About Russia, (6,592,80.|78|9895604650074|110||120259088179
120259088183|2012-06-16T19:56:25.390+0000|14.102.137.73|Firefox|thx|3|12094627905628|62|120259088171|
120259088184|2012-06-19T01:16:39.204+0000|41.220.144.245|Firefox|no way!|7|7696581394474|60||120259088182
120259088185|2012-06-18T08:58:20.074+0000|46.30.168.80|Firefox|LOL|3|12094627905628|81||120259088182
120259088186|2012-06-19T05:20:26.918+0000|202.9.76.117|Firefox|About Edward III. About Henry Ford. About Liza Minne. About Iceland, i. About Russ.|83|9895604650074|19||120259088182
120259088187|2012-06-18T09:35:04.175+0000|200.58.247.227|Firefox|ok|2|9895604650074|11||120259088182
120259088188|2012-06-17T01:37:17.311+0000|202.86.29.138|Firefox|About Augustine of Hipp. About Margaret Thatcher. About Jane Austen, bias. About Tormato, up.|93|12094627905628|59|120259088171|
120259088189|2012-06-17T04:26:07.514+0000|200.93.245.72|Firefox|About Augustin. About Margaret. About Jane Aus. About Herbert . About Republic. About.|86|9895604650074|47||120259088188
120259088190|2012-06-17T02:52:14.479+0000|46.28.234.210|Firefox|no way!|7|7696581394474|105||120259088188
120259088191|2012-06-19T22:52:42.300+0000|41.75.76.172|Firefox|About Mikhai. About P. G. . About Marily. About Henry . About Liza M. About Icelan. .|85|7696581394474|73||120259088186
120259088192|2012-06-17T06:55:55.930+0000|190.13.25.84|Firefox|yes|3|9895604650074|70||120259088189
128849022785|2012-09-05T09:37:37.152+0000|109.75.63.10|Firefox|About Ehud Olmert, Shimon. About Walter Scott, title. About John Stuart Mill, i. About Meat Loaf, or as ch. About Republic of Venice,. About Fight for This Love. About Down in .|177|9895604650074|46|128849022765|
128849022786|2012-09-05T22:15:15.354+0000|91.208.168.76|Firefox|cool|4|7696581394474|43||128849022785
128849022787|2012-09-05T01:59:07.770+0000|88.216.160.22|Firefox|no way!|7|12094627905628|23|128849022765|
128849022788|2012-09-05T09:57:32.179+0000|41.215.251.33|Firefox|About John Stu. About Justin T. About Luther V. About Republic. About Metal Ma. About M.|88|9895604650074|39||128849022785
128849022789|2012-09-05T10:16:20.185+0000|46.226.196.253|Firefox|About John St. About Luther . About Egypt, . About Cobrast. About Mercia,. Abou.|80|9895604650074|78||128849022788
111669153606|2012-05-21T01:05:07.893+0000|41.202.218.255|Firefox|roflol|6|12094627905628|68|111669153582|
111669153607|2012-05-21T03:39:58.425+0000|89.107.100.224|Firefox|roflol|6|9895604650074|82|111669153582|
111669153608|2012-05-21T06:08:47.660+0000|121.52.146.209|Firefox|duh|3|12094627905628|54|111669153582|
111669153609|2012-05-21T05:08:10.152+0000|27.111.233.124|Firefox|thanks|6|7696581394474|41|111669153582|
111669153610|2012-05-21T03:39:27.619+0000|41.208.187.206|Firefox|About Carl. About 50 C. About Al P. About Coen. About John. About Moli. Ab.|75|12094627905628|96|111669153582|
111669153611|2012-05-21T12:38:59.038+0000|87.248.180.46|Firefox|About Carlo. About Marvi. About Marti. About 50 Ce. About Ernes. About Coen . About Psych.|90|9895604650074|86||111669153610
111669153612|2012-05-21T04:23:40.167+0000|31.129.112.208|Firefox|LOL|3|12094627905628|72||111669153610
94489285023|2012-01-07T05:31:13.566+0000|200.55.176.146|Chrome|right|5|7696581394490|71|94489285020|
94489285024|2012-01-07T15:59:46.330+0000|31.28.73.235|Chrome|maybe|5|7696581394490|107|94489285020|
51539612065|2011-02-15T10:36:04.137+0000|202.165.202.199|Firefox|thanks|6|5497558138908|35|51539612061|
51539612066|2011-02-15T12:55:51.059+0000|110.164.150.198|Firefox|thx|3|5497558138908|103|51539612061|
51539612067|2011-02-16T03:07:10.454+0000|61.91.189.163|Firefox|no way!|7|5497558138908|103|51539612061|
51539612068|2011-02-15T09:20:30.542+0000|200.1.114.26|Chrome|thanks|6|2199023255628|30|51539612061|
51539612069|2011-02-15T09:21:09.565+0000|91.198.214.195|Firefox|About Adolf Hit. About Stephen F. About Franklin . About Robert A.. About Jo.|77|5497558138908|43|51539612061|
51539612070|2011-02-15T10:48:27.626+0000|41.191.107.67|Firefox|great|5|5497558138908|21|51539612061|
51539612071|2011-02-15T19:07:02.953+0000|202.9.42.179|Firefox|duh|3|5497558138908|27||51539612069
51539612072|2011-02-16T05:21:04.395+0000|203.110.73.25|Chrome|About Béla Bartók,. About Slavoj Žižek. About Stephen Fry,. About Weird Al .|76|2199023255628|19|51539612061|
51539612073|2011-03-18T10:11:16.660+0000|119.59.80.73|Chrome|fine|4|2199023255628|59|51539612062|
51539612074|2011-03-19T07:14:18.858+0000|103.3.44.43|Firefox|About Robert Fripp, on Gibson. com’s Top . About 50 Cent, Rick Ross, and former G-.|83|5497558138908|51|51539612062|
51539612075|2011-03-18T10:48:58.793+0000|217.199.137.146|Chrome|LOL|3|2199023255628|6|51539612062|
51539612076|2011-03-18T17:32:27.472+0000|200.10.30.71|Firefox|About 50 Cent, twelfth best album of the 2000s and his album The Massacre as th.|80|5497558138908|12|51539612062|
51539612077|2011-03-18T17:00:18.420+0000|204.79.130.233|Firefox|cool|4|5497558138908|81|51539612062|
51539612078|2011-03-20T04:49:56.079+0000|198.204.71.9|Chrome|yes|3|2199023255628|36||51539612074
51539612079|2011-03-19T02:14:04.378+0000|70.45.115.234|Firefox|About I Used to Love H.E.R., George Benson. A video directed by Chris Halliburton was .|87|5497558138908|36||51539612076
51539612080|2011-03-18T12:01:54.502+0000|193.40.88.229|Firefox|I see|5|5497558138908|13|51539612062|
51539612081|2011-03-19T05:23:03.380+0000|196.192.42.93|Firefox|right|5|5497558138908|84||51539612076
51539612082|2011-03-19T07:35:21.875+0000|200.0.167.152|Chrome|About Robert Fripp, of the 100 Greatest Guita. About Al Green, Happiness, and Let's Stay T.|91|2199023255628|91||51539612074
51539612083|2011-03-19T15:28:10.803+0000|31.169.51.34|Firefox|roflol|6|5497558138908|107||51539612074
128849023829|2012-09-19T19:40:05.815+0000|46.28.244.130|Firefox|fine|4|5497558138908|92|128849023805|
128849023830|2012-09-20T01:38:55.072+0000|78.40.137.204|Chrome|About Weird Al Yankovic, The album was one of many produced by former The McCoys guitari.|89|7696581394490|7|128849023805|
128849023831|2012-09-19T14:08:08.992+0000|189.211.25.117|Firefox|no|2|5497558138885|53|128849023805|
128849023832|2012-09-20T05:35:41.929+0000|46.175.162.196|Internet Explorer|fine|4|9895604650009|106||128849023830
128849023833|2012-09-19T14:19:33.721+0000|41.214.12.60|Firefox|LOL|3|5497558138908|96|128849023805|
137438958494|2012-10-17T06:21:40.999+0000|196.46.28.240|Chrome|About José Ferrer, Puerto Rico as a tribute t. About Al Green, such as You Oughta Be With .|91|10995116277851|28|137438958406|
137438958495|2012-10-18T03:46:43.030+0000|190.6.80.249|Chrome|maybe|5|10995116277771|71||137438958494
137438958496|2012-10-17T20:21:59.371+0000|193.188.7.3|Chrome|thx|3|10995116277851|87||137438958494
137438958497|2012-10-17T01:02:52.464+0000|27.103.62.204|Internet Explorer|right|5|13194139533342|1|137438958406|
128849024332|2012-08-18T03:22:50.022+0000|190.3.16.237|Firefox|duh|3|7696581394461|61|128849024312|
128849024333|2012-08-17T09:12:07.575+0000|41.190.73.29|Chrome|About William Shatne. About John Calvin, a. About Immanuel Kant,. About Suds in the.|84|10995116277826|73|128849024312|
128849024334|2012-08-17T11:58:29.266+0000|167.149.173.155|Internet Explorer|duh|3|13194139533342|45|128849024312|
85899351375|2011-11-10T09:11:06.085+0000|90.157.231.160|Internet Explorer|About Mary, Queen . About John Locke, . About Steven Spiel. About Polythen.|75|2199023255625|43|85899351353|
85899351376|2011-11-10T10:20:31.477+0000|31.3.224.141|Firefox|right|5|7696581394461|107||85899351375
85899351377|2011-11-10T17:51:37.486+0000|31.10.40.9|Firefox|great|5|94|107||85899351375
85899351378|2011-11-10T11:36:07.861+0000|200.6.52.236|Chrome|duh|3|9895604650036|34|85899351353|
85899351379|2011-11-10T15:16:32.270+0000|77.53.200.25|Chrome|About Pope Pius IX, which. About Charles III of Spai. About Polythene Pam, .|76|10995116277826|101||85899351375
94489285972|2011-12-21T23:21:37.994+0000|31.134.117.90|Internet Explorer|no way!|7|10995116277764|72|94489285946|
94489285973|2011-12-22T06:12:40.652+0000|41.190.254.248|Internet Explorer|cool|4|3298534883350|83|94489285946|
94489285974|2011-12-22T08:22:07.238+0000|122.248.101.1|Firefox|About William Sh. About Virginia W. About H. P. Love. About Dwayne Joh. About Homer.|84|5497558138908|65|94489285946|
94489285975|2011-12-22T11:34:44.303+0000|196.22.7.246|Safari|About William Shatne. About Albert, Prince. About Virginia Woolf. About Mel Gibson, se. About Dwayne Johnson. About Homer, models . About Bri.|142|2199023255593|74||94489285974
94489285976|2011-12-22T05:10:15.696+0000|186.2.153.72|Chrome|fine|4|10995116277826|15|94489285946|
94489285977|2011-12-22T01:13:49.686+0000|89.137.163.76|Chrome|fine|4|10995116277826|95|94489285946|
94489285978|2011-12-22T08:22:37.029+0000|27.54.147.137|Firefox|About Virgini. About Dwayne . About Lifes R. About Homer, . About Shimmy . About.|81|5497558138885|0||94489285974
94489285979|2011-12-22T16:03:10.566+0000|31.222.65.22|Internet Explorer|thx|3|2199023255625|107||94489285974
94489285980|2011-12-23T05:56:49.068+0000|41.191.107.127|Firefox|no way!|7|7696581394461|21||94489285975
94489285981|2011-12-21T23:09:30.555+0000|31.134.52.214|Chrome|ok|2|2199023255628|92|94489285946|
94489285982|2011-12-22T00:13:05.290+0000|164.96.183.47|Safari|ok|2|2199023255593|69|94489285946|
85899351397|2011-11-15T22:14:27.822+0000|31.216.234.47|Chrome|maybe|5|2199023255628|37|85899351356|
111669155174|2012-05-25T12:19:40.645+0000|196.27.69.172|Chrome|About Augustin Pyramus de . About Donald Trump, Elizab. About Rock Around the .|79|7696581394434|26|111669155133|
111669155175|2012-05-25T13:14:51.683+0000|41.227.70.87|Internet Explorer|thx|3|13194139533342|104|111669155133|
111669155176|2012-05-25T17:35:59.854+0000|148.240.249.15|Internet Explorer|fine|4|3298534883350|53|111669155133|
111669155177|2012-05-25T13:21:51.355+0000|31.3.203.135|Internet Explorer|duh|3|10995116277764|106|111669155133|
111669155178|2012-05-25T18:31:35.002+0000|196.43.202.78|Firefox|right|5|14293651161162|83|111669155133|
111669155179|2012-05-25T19:14:26.373+0000|24.56.68.76|Safari|I see|5|2199023255593|57|111669155133|
111669155180|2012-05-25T18:42:40.806+0000|66.98.79.67|Internet Explorer|no|2|10995116277764|11|111669155133|
111669155181|2012-05-25T12:28:57.256+0000|212.110.94.151|Firefox|no way!|7|5497558138908|38||111669155174
103079220591|2012-03-20T08:35:03.579+0000|84.238.202.24|Firefox|About Mobutu Ses. About Martin Lut. About Martin Sco. About Sister Gol. About Saint .|85|7696581394474|7|103079220543|
